1,,1,VS,2,5,,:,
2,,3,VS,4,1,,:,
3,,1,VS,5,4,,:,
4,,2,VS,3,5,,:,
5,,1,VS,4,3,,:,
6,,2,VS,5,4,,:,
7,,1,VS,3,2,,:,
8,,4,VS,5,3,,:,
9,,2,VS,4,1,,:,
10,,3,VS,5,2,,:,
