1,,1,VS,2,5,,:,
2,,3,VS,4,6,,:,
3,,5,VS,6,2,,:,
4,,1,VS,4,3,,:,
5,,2,VS,5,4,,:,
6,,3,VS,6,1,,:,
7,,1,VS,5,3,,:,
8,,4,VS,6,2,,:,
9,,2,VS,3,4,,:,
10,,1,VS,6,5,,:,
11,,5,VS,3,6,,:,
12,,2,VS,4,1,,:,
13,,1,VS,3,4,,:,
14,,6,VS,2,5,,:,
15,,4,VS,5,3,,:,
